taxa	variable	effectsize	se	stat	pvalue	qvalue.withinformula	qvalue	formula	method	n	freq
III-B	Nutrients.24hours.meat	0.07288460456894501	0.0848222708722539	0.8592625948285735	0.3901956560254587	0.7438578648095951	0.8345301527592602	~Nutrients.24hours.meat + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	
I-B	Nutrients.24hours.meat	0.05706177227056536	0.0715355038789063	0.7976706554993763	0.42506163703405436	0.7438578648095951	0.8513002382334742	~Nutrients.24hours.meat + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	
I-A	Nutrients.24hours.meat	-0.08299681518247365	0.040791162832925595	-2.0346763715076226	0.04188344721643886	0.293184130515072	0.38253400561658624	~Nutrients.24hours.meat + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	
V	Nutrients.24hours.meat	0.036180055871961284	0.09096640667515739	0.39772985648604203	0.6908293268724979	0.967161057621497	0.9441520855881053	~Nutrients.24hours.meat + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	
IV-B	Nutrients.24hours.nuts	-0.029389171993986433	0.05440507890338231	-0.5401916987599358	0.5890648369080287	0.8246907716712402	0.9198882123437052	~Nutrients.24hours.nuts + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2707	
bridge	Nutrients.24hours.nuts	0.0714697476022227	0.05790232683129461	1.2343156400339215	0.21708531020723656	0.759798585725328	0.6836530594889185	~Nutrients.24hours.nuts + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2707	
III-A	Nutrients.24hours.nuts	-0.028578328803849105	0.04872478408376843	-0.586525509373562	0.5575224242503553	0.8246907716712402	0.9192218284771951	~Nutrients.24hours.nuts + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2707	
III-B	Nutrients.24hours.nuts	-0.13458185272902162	0.09688545466986564	-1.3890821195772405	0.1648077802365802	0.759798585725328	0.6202838740487345	~Nutrients.24hours.nuts + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2707	
I-B	Nutrients.24hours.nuts	0.06602962201543783	0.07035361813231754	0.9385391081273552	0.3479674288258109	0.8119240005935587	0.7912683997956796	~Nutrients.24hours.nuts + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2707	
I-A	Nutrients.24hours.nuts	0.0033033949741435266	0.041487479733450204	0.07962390088207963	0.9365363854115801	0.9432474541320356	0.9969537518688366	~Nutrients.24hours.nuts + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2707	
V	Nutrients.24hours.nuts	0.006445506517490624	0.09054095385847334	0.07118885148444255	0.9432474541320356	0.9432474541320356	0.9969537518688366	~Nutrients.24hours.nuts + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2707	
IV-B	Nutrients.24hours.probiotic.capsules	-0.4715002652165574	0.33279974156655767	-1.4167687240293743	0.15655055666192627	0.5291256106042369	0.6158230580254324	~Nutrients.24hours.probiotic.capsules + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2622, TRUE:89
bridge	Nutrients.24hours.probiotic.capsules	-0.2601729868010188	0.37742984511913846	-0.6893280702772546	0.490616837238409	0.664948183185477	0.9034814023312698	~Nutrients.24hours.probiotic.capsules + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2622, TRUE:89
III-A	Nutrients.24hours.probiotic.capsules	0.30239128469790894	0.24927583576176554	1.2130790125477953	0.22509961323468408	0.5291256106042369	0.6881941529674572	~Nutrients.24hours.probiotic.capsules + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2622, TRUE:89
III-B	Nutrients.24hours.probiotic.capsules	-0.07481123630563127	0.5222819617657806	-0.1432391730564508	0.8861012931617434	0.8861012931617434	0.9969537518688366	~Nutrients.24hours.probiotic.capsules + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2622, TRUE:89
I-B	Nutrients.24hours.probiotic.capsules	-0.36543819568232966	0.46981498537377336	-0.7778342689337504	0.43666672258857997	0.664948183185477	0.8629366184488605	~Nutrients.24hours.probiotic.capsules + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2622, TRUE:89
I-A	Nutrients.24hours.probiotic.capsules	0.2741340300569834	0.22679583611720477	1.208726027559496	0.22676811883038725	0.5291256106042369	0.6881941529674572	~Nutrients.24hours.probiotic.capsules + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2622, TRUE:89
V	Nutrients.24hours.probiotic.capsules	-0.3011137596144995	0.530020764751089	-0.5681169109589698	0.5699555855875517	0.664948183185477	0.9198882123437052	~Nutrients.24hours.probiotic.capsules + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2622, TRUE:89
IV-B	Nutrients.24hours.probiotic.dairy	-0.7760339527280438	0.47618375561367154	-1.6296943009488989	0.10316612246996658	0.361081428644883	0.5212131926526137	~Nutrients.24hours.probiotic.dairy + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2654, TRUE:57
bridge	Nutrients.24hours.probiotic.dairy	0.07447241939409323	0.4102347973510144	0.18153608585858563	0.8559468112527044	0.8559468112527044	0.9969537518688366	~Nutrients.24hours.probiotic.dairy + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2654, TRUE:57
III-A	Nutrients.24hours.probiotic.dairy	0.5851883772469918	0.2962953169215105	1.9750173014108416	0.04826618463016789	0.3378632924111752	0.4061514236869297	~Nutrients.24hours.probiotic.dairy + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2654, TRUE:57
III-B	Nutrients.24hours.probiotic.dairy	-1.0337807134735761	1.0143372517811402	-1.01916863612994	0.30812291379744294	0.7189534655273669	0.7553561726426766	~Nutrients.24hours.probiotic.dairy + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2654, TRUE:57
I-B	Nutrients.24hours.probiotic.dairy	0.3251985659726976	0.44190753304955505	0.7358973125634185	0.4617931928926442	0.8081380875621273	0.8768034152634845	~Nutrients.24hours.probiotic.dairy + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2654, TRUE:57
I-A	Nutrients.24hours.probiotic.dairy	-0.08866897365897095	0.28908626332424686	-0.3067215046448522	0.7590553599227967	0.8559468112527044	0.9629064718671286	~Nutrients.24hours.probiotic.dairy + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2654, TRUE:57
V	Nutrients.24hours.probiotic.dairy	-0.36654866458311985	0.731029549836462	-0.501414292575615	0.6160795830499217	0.8559468112527044	0.9321412441458451	~Nutrients.24hours.probiotic.dairy + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2654, TRUE:57
IV-B	Nutrients.24hours.probiotic.none	-0.04051904630767543	0.14409391544284034	-0.28119887077222677	0.778557870727099	0.8114088375057941	0.9727787589084829	~Nutrients.24hours.probiotic.none + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2712	FALSE:439, TRUE:2273
bridge	Nutrients.24hours.probiotic.none	-0.04038063406787007	0.16140699321069715	-0.25017896229042613	0.8024489537072129	0.8114088375057941	0.9843133908674893	~Nutrients.24hours.probiotic.none + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2712	FALSE:439, TRUE:2273
III-A	Nutrients.24hours.probiotic.none	-0.03093922389830368	0.1296649856491632	-0.23860893319354906	0.8114088375057941	0.8114088375057941	0.9843133908674893	~Nutrients.24hours.probiotic.none + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2712	FALSE:439, TRUE:2273
III-B	Nutrients.24hours.probiotic.none	0.2534704203016052	0.25961982314475446	0.9763138162230371	0.32890897532738633	0.8114088375057941	0.7705488494564978	~Nutrients.24hours.probiotic.none + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2712	FALSE:439, TRUE:2273
I-B	Nutrients.24hours.probiotic.none	0.11748887958569225	0.2038477476888566	0.5763560349218164	0.5643745548591619	0.8114088375057941	0.9192218284771951	~Nutrients.24hours.probiotic.none + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2712	FALSE:439, TRUE:2273
I-A	Nutrients.24hours.probiotic.none	-0.040305225529427904	0.11080674281217001	-0.36374343750677546	0.7160496035828802	0.8114088375057941	0.9441520855881053	~Nutrients.24hours.probiotic.none + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2712	FALSE:439, TRUE:2273
V	Nutrients.24hours.probiotic.none	0.14153268361233276	0.25722907265161093	0.5502204014241561	0.5821682121119536	0.8114088375057941	0.9198882123437052	~Nutrients.24hours.probiotic.none + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2712	FALSE:439, TRUE:2273
IV-B	Nutrients.24hours.probiotic.yoghurt	0.2627372696318782	0.15735107005515256	1.669752036257441	0.09496843362454091	0.6647790353717864	0.5132712552172862	~Nutrients.24hours.probiotic.yoghurt + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2383, TRUE:328
bridge	Nutrients.24hours.probiotic.yoghurt	0.09367643477937995	0.17866965604183652	0.5242996312560487	0.6000701533270352	0.8627254349879767	0.9236636818850459	~Nutrients.24hours.probiotic.yoghurt + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2383, TRUE:328
III-A	Nutrients.24hours.probiotic.yoghurt	-0.12328802187471948	0.15191431233085542	-0.811562913217877	0.4170424791574928	0.8627254349879767	0.8513002382334742	~Nutrients.24hours.probiotic.yoghurt + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2383, TRUE:328
III-B	Nutrients.24hours.probiotic.yoghurt	-0.1386965299259487	0.28207487327562347	-0.4917011157900063	0.622930649346932	0.8627254349879767	0.9345784143914495	~Nutrients.24hours.probiotic.yoghurt + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2383, TRUE:328
I-B	Nutrients.24hours.probiotic.yoghurt	-0.27412148416733995	0.24532333790113642	-1.1173885310406504	0.2638282367841484	0.8627254349879767	0.7262855091694863	~Nutrients.24hours.probiotic.yoghurt + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2383, TRUE:328
I-A	Nutrients.24hours.probiotic.yoghurt	-0.020414902908758307	0.12548961394526612	-0.1626820122154693	0.8707688104774836	0.8707688104774836	0.9969537518688366	~Nutrients.24hours.probiotic.yoghurt + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2383, TRUE:328
V	Nutrients.24hours.probiotic.yoghurt	0.09237007480196706	0.2777684472793244	0.332543439352849	0.7394789442754086	0.8627254349879767	0.9508440293453625	~Nutrients.24hours.probiotic.yoghurt + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2711	FALSE:2383, TRUE:328
IV-B	Nutrients.24hours.probiotics	0.03921623382509179	0.10950299011561057	0.35812934225529597	0.72024652143428	0.9866581881662324	0.9441520855881053	~Nutrients.24hours.probiotics + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2706	FALSE:1209, TRUE:1497
bridge	Nutrients.24hours.probiotics	-0.002054047770146122	0.12283313877244362	-0.01672226070809262	0.9866581881662324	0.9866581881662324	0.9969537518688366	~Nutrients.24hours.probiotics + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2706	FALSE:1209, TRUE:1497
III-A	Nutrients.24hours.probiotics	0.2410116186568327	0.09901700707079931	2.434042653748403	0.014931235475453202	0.10451864832817241	0.2224371233650849	~Nutrients.24hours.probiotics + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2706	FALSE:1209, TRUE:1497
III-B	Nutrients.24hours.probiotics	0.039446112993527134	0.17848130452960978	0.22100977521140364	0.8250848216568047	0.9866581881662324	0.9853530963671192	~Nutrients.24hours.probiotics + Technical.run_20201106_isala_cross_5 + Technical.run_20201009_isala_cross_1 + Technical.run_20201204_isala_cross_8 + Technical.run_20201030_isala_cross_4 + General.Age + Technical.run_20201016_isala_cross_2 + Technical.run_20201023_isala_cross_3 + Technical.run_20201120_isala_cross_6 + Technical.run_20201211_isala_cross_9 + Health.Antibiotic.3months + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.libsize	group	2706	FALSE:1209, TRUE:1497
